,texto,sentimiento,texto_normalizado
6729,Comenzamos la Junta Directiva del @ppmalaga @eliasbendodo @margadcm @Francissalado http://t.co/Qo8QIr0p,0,comenzar junta directiva     
15798,Llegar en AVE desde Madrid a Barcelona e ir a la parada de taxis es como viajar del primer mundo y llegar al tercero.#noticias #españa #20n,1,llegar ave madrid barcelona ir parada taxis viajar primer mundo llegar terceronoticias españa n
3632,@sanchez_sonia No te has ido de ahí?. Buenos días,0,ir ahi bueno dias
109,Ataque de inyección SQL masivo http://t.co/q4usPkRL,1,ataque inyeccion sql masivo
9979,"Hoy le pedí a Dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. Gracias #Totales",2,hoy pedi dios señal realmente obvia poder tomar importante decision mas claro pudo gracia total
3464,"Jo, jo!!RT @mjtorrijos: yo oí como Susanna le decía seguimos grabando y mañana lo emitimos, palabrita del Niño Jesús",0,jo jort oi susanna decia seguir grabar mañana emitir palabrita niño jesus
2138,"Si los sondeos están en lo cierto, Griñán vivirá su particular Pasión -elecciones andaluzas- el 25 de marzo, poco antes de la Semana Santa",0,si sondeo estan cierto griñan vivira particular pasion elección andaluz marzo semana santo
11331,"@SrMussel  yo el cinco termino los exámenes, tu dime un día y si quieres nos vemos en Murcia o en tu pueblo ",0,   cinco termino examenes dimir dia si querer ver murcia pueblo
7878,"@bgutman2 @Albert_Rivera Todos adolecen de ""algo"" pero UNOS más que OTROS ",0,   adolecer mas
742,El Gobierno indulta a Montes. Me alegro. http://t.co/6ZtFWDYs,2,gobierno indultar monte alegro
12852,"@GhetsisD Hay que disfrutarla al màximo mientras pueda ,despuès se hacen grandes y vuelan Doc",0,disfrutarla màximo mientras pueda despuès hacer grande volar doc
13764,"Unos sufren por amor, otro por idiotas, otros(me incluyo) sufren porque se acerca fin de año y no hay dinero para viajar",0,sufrir amor idiota otrosme incluyo sufrir acerca fin año dinero viajar
7742,@MaximoFlorin @golindelasenda @ahorapodemos De acuerdo contigo. La población ribereña es apática en parte. ,0,    acuerdo contigo poblacion ribereño apatica parte
16755,Dios no contempla votos a @iunida así que no tiene planes específicos.,0,dios contemplar voto asi tener plan especificos
8650,"Si me hubieran pagado el viernes estaría fuertemente de fiesta, pero no aquí estoy acostado en mi cama como 168 colones en la tarjeta",1,si pagar viernes estaria fuertemente fiesta aqui acostado cama colón tarjeta
8036,"@eRickRP Y bueno, ¿alguien le paga a esa mae para que sea una odiosa? Yo lo soy gratis, jajaja. No hay altruismo en la gente, de veras.",1,bueno ¿ alguien paga mae odioso gratis jajaja altruismo gente veras
3324,Empezamos en diez minutos....hoy con Carme Chacón....,0,empezar diez minutoshoy carme chacon
16460,@cayo_lara ¿Cuál es vuestro programa respecto a la Renta Básica de Emancipación? #20N #elecciones,0,¿ programa respecto renta basica emancipacion n elección
4480,Más aplicaciones de medios en Facebook para llegar al público joven http://t.co/zmUPXXB3 Con un medio de amigos es +fácil crear lectores,2,mas aplicación medio facebook llegar publico joven
3442,(Que conste que he tuiteado lo del chip mamario para no hablar del frío),0,constar tuitear chip mamario hablar frio
11145,"@lour_14 @CelopanYT Ojalá, aunque la posibilidad es tan pequeña ",0,   ojala aunque posibilidad tan pequeño
13233,"Aprovecharé que no hay nadie en mi casa para subir el volumen lo más alto, gritar a pulmón, y bailar",0,aprovechare nadie casa subir volumen mas alto gritar pulmon bailar
4521,". @esperanzaona : "" en #Andalucia hay 444.805 asuntos judiciales pendientes y en #Malaga 95.716 "" #elcambioandaluz",1,     andalucia asunto judicial pendiente malaga    elcambioandaluz
2847,Por cierto para los que me preguntasteis quien me hizo las fotos fue  isaac isidro aqui teneis su pag web isaacgsidro.com,0,cierto preguntar hacer foto isaac isidro aqui teneis pag web isaacgsidrocom
14876,"@ConguitoLorenzo @marianorajoy Para hacerlo mejor que lo que hecho hasta ahora, mucho tampoco hay que esforzarse :D",1,   hacerlo mejor hecho ahora tampoco esforzarse d
8899,"Necesito un gato en mi vida así como YA, tengo que convencer a mis papás",2,necesitar gato vida asi tener convencer papas
13426,@esquinabaja LO vi !! lamentable realidad,1,ver lamentable realidad
15394,He apoyado la petición Exige a @marianorajoy que retire su recurso contra el matrimonio homosexual - http://t.co/fWf1CPOA,1,apoyar peticion exigir retirar recurso matrimonio homosexual
7054,Creo que hace años que no dormía 10 horas ...buenos días ;-)),2,creer hacer año dormia horas bueno dias
7863,"@Aquiles_AE @MVTARDE @ahorapodemos nooo, son los corruptos de PPSOE ",1,    nooo corrupto ppsoe
16836,@Anonymouslimon @upyd .@iunida pues veo que no conoces el caso #R10 se marchó cuando el #psoe decidión abandonar sus principios,1,    pues ver conocer caso r marcho psoe decidion abandonar principios
10874,"@Betvs_19 cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.",1,cucha independentista escribir español barça ir buscar vida grassias
6132,Conviene recordar...  http://t.co/Zwf5r0Re,0,convenir recordar
12761,"@xkidas @bambootik @NCouto2000 @GonzaloCelis las tuyas ya se oxidarán, y no vas a ver nunca una siguiente.",1,     oxidar ir ver nunca siguiente
7696,"pues la junta de #andalucia no lo es ,podeis darle lecciones de trasnparecia @PSOESanJeronimo @PSOE ",1,pues junta andalucia podeis dar lección trasnparecia   
14072,@atenea2guerrera exacto ! cuando te esperanzas en algo o alguien y no resulta terminas decepcionada,0,exacto esperanzar alguien resultar terminas decepcionado
1947,"Veo Maktub, la peli de @PacoArango por segunda vez. Más intensa, más sincera #recomiendoM",2,ver maktub peli segunda vez mas intensa mas sincero recomiendom
15793,#nolesvotes #20n#15o IU se presenta como la única fuerza capaz de arrebatar escaños al PP en algunas provincias http://t.co/PDPTbGf8,1,nolesvotes iu presentar unica fuerza capaz arrebatar escaño pp algún provincia
5414,En un alarde de hipocresía habla de acompañamiento a los desempleados.,1,alarde hipocresia hablar acompañamiento desempleado
12721,"@susanagladysfer si discrepa y deja su banca me parecería muy bien, pero así no me gusta, creo q es abuso. Besos, querida Susana.",0,si discrepar dejar banca pareceria bien asi gustar creer q abuso beso querido susana
16075,"“@carmecloutier: #20N, Os recomiendo leer este informe antes de ir a votar el domingo. http://t.co/sgf1cvi5” (curioso cuando menos)",0,“ n recomendar leer informe ir votar domingo
7333,"@sanchezcastejon Fórmula de recuperación económica y laboral. Subida de salarios, bajada de precios, recorte del margen de beneficios. ",2,formula recuperacion economica laboral subida salario bajada precio recorte margen beneficio
8904,@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,2,   queria salirme agua termal mañana voy monteverde ver tal
1834,"No,el jefe de prensa de Morenés no soy yo,jaja.",0,noel jefe prensa morenes yojaja
11280,@Sr_Merlusa @Mariiiiaperez @abrilnapilotti como se nota merlu que hace tiemp oque no te junta conmigoooooooo ,1,    notar merlu hacer tiemp oque juntar conmigoooooooo
15310,Pero...en serio hay gente que va a votar al #PP ???,1,peroen serio gente va votar pp
6731,http://t.co/8vkWw9u2 vía @GFVara,0,
15012,#nomeolvido que compráis a los sindicatos con 800 Mll€ por eso #VotaPP #Súmatealcambio,2,nomeolvido comprais sindicato mll€ votapp sumatealcambio
9902,"@JuanTaleb Naaa que postales tan hermosas Taleb! Feliz año!!! Te mando un abrazo, gracias por este año tan lindo, fue bonito conocerte",2,naaa postal tan hermoso taleb feliz año mar abrazo gracia año tan lindo bonito conocerte
10600,@RoberHerreraA @ABCDesignated ay amiguito yo esperaba cada domingo para capítulo nuevo,1,   ay amiguito esperar cada domingo capitulo nuevo
8105,"Ese es el problema, que la mayoría de personas se confían cuando el huracán toca tierra sin saber que la parte este es la más peligrosa",1,problema mayoria persona confian huracan toca tierra saber parte mas peligroso
11823,@oximorron si. Probamos sonido pero como llovió se cambió lo que habíamos probado. Es difícil tocar cuando uno se escucha maso.,1,si probar sonido llovio cambio habiamos probado dificil tocar escucha maso
4801,"El gran fichaje del @psoemalaga en #Ronda , gasta 77.000 euros en vino y fiestas vía @diario_sur http://t.co/gdTNy7O4",1,gran fichaje ronda gastar euro vino fiesta via
13543,La nueva versión de #Baywatch no paga,1,nueva version baywatch paga
16439,"@UPyD @ValGaral En cualquier caso contáis con mi voto, un saludo",2,   cualquier caso contais voto saludo
15272,"“@ppcv: @albertofabra, Ramón Bauzá y @federico_trillo participan a las 20:00 h en un mitin en Elche. #ppcv #sumatealcambio”",0,“ ramon bauza participar h mitin elche ppcv sumatealcambio ”
8066,"Me acabo de topar a mi 선생님 en el semáforo del pretil y me comenzó a hablar en coreano. Profe, tenga compasión de mí y hablemos en inglés.",0,acabar topar 선생님 semaforo pretil comenzo hablar coreano profe tener compasion hablar ingle
16649,"@Josemanuelsanz Ladran luego cabalgamos, Josema. Les enquestes favorables a @IUnida no agraden a més dú...",0,ladrar luego cabalgar josema enquestes favorable agradar mes du
11221,@Zexioning Al revés  Si quiero hacer cosas me quedo en cada a ver la peli ejem.,0,reves si querer hacer cosa quedar cada ver peli ejem
10482,@RULSOTO @Siempre889 mi caja registradora de barbie la disfrute al maximo ! y el que nunca llego fue el beatle rosa de barbie,0,   caja registrador barbie disfrute maximo nunca llego beatle rosa barbie
3003,Revisión de misiones. #Morenés.Pero no especifica nada.,0,revision misiones morenespero especificar
23,Accidente en BUS-VAO A-6 km. 12. Motorista de 30 años herido menos grave. @SAMUR_PC traslada a Hospital Doce de Octubre vía @EmergenciasMad,1,accidente busvao km motorista año herido menos grave trasladar hospital doce octubre via
10371,@Eudemonologia87 yo igual y ni así. Este año seré tipo marasalvatrucha para ver si así me traen algo.,1,igual asi año sere tipo marasalvatrucha ver si asi traer
3524,Ah muy bien. A ver si al proximo festival me invitan ;)  RT @GVM2010: @AlejandroSanz Cantó Alex (cont) http://t.co/c5DHpMJO,2,ah bien ver si proximo festival invitar    rt    canto alex cont
13083,Yo quiero pasar nuestros noveno cumple mes juntinhos pero ya veo que no,1,querer pasar noveno cumplir mes juntinhos ver
5389,"La mayor tormenta solar de los últimos años podría afectar a la Tierra, hoy. Se notará sobre todo en el aumento de las auroras boreales.",1,mayor tormenta solar ultimos año podria afectar tierra hoy notar aumento aurora boreal
10507,@sofia_garciarmz La neta si esta bien feo entrar a las 7,1,neta si bien feo entrar
14794,Porque hay que mejorar la remuneración de los docentes y la valoración social de esta profesión. #20N #votaCDL Porque #somospersonas,1,mejorar remuneracion docente valoracion social profesion n votacdl somospersonas
8095,Vale el huracán no me a afectado y supongo que a mis seres amados tampoco así que estoy mushio mejo' sabiendo que no paso nada,0,vale huracan afectado suponer ser amado tampoco asi mushio mejo saber pasar
1309,El rey acaba de poner a Urdangarin a los pies de la Justicia #discursodelRey,1,rey acabar poner urdangarin pies justicia discursodelrey
1664,". @Juanma_Moreno toma posesión como secretario de Estado de Sanidad, Servicios Sociales e Igualdad http://t.co/wLSfiOsK vía @diario_sur",0,   tomar posesion secretario sanidad servicio social igualdad
9988,@alexMay_Be algo similar me ha pasado,0,similar pasar
3475,"A las 3 en @A3noticias, empieza el congreso del PSOE, sin un ganador claro. Zapatero da su último discurso como secretario general",0,empezar congreso psoe ganador claro zapatero dar ultimo discurso secretario general
789,Veo que @AlfonsoAlonsoPP estrena cuenta en twitter. Os dejo la entrevista de nuevo: http://t.co/XC3X08cc,0,ver estrenar cuenta twitter dejar entrevista nuevo
9052,"@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más",1,super ansioso asueto dar tranquilidad papas mas
15413,"@marianorajoy sobre marruecos: ""somos vecinos y vamos a seguir siéndolo."" Bien, su mayor concreción es que no va a mover España de sitio.",1,marruecos vecino vamos seguir siendolo bien mayor concrecion va mover españa sitio
14188,"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",0,ay dios pecar bikini re lindo necesitar bronceador
14216,"Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas",1,payasa debo hacer trabajo grupal mañana algún grupo aun terminar tener hacerlo maximo horas
11370,@gur_pegui @pazborisb @YeOldeNemesis además habrá nueva Estrella de la Muerte. Saldrá por unos 500 euros ,0,    ademas habra nueva estrella muerte saldra euro
7316,"@es_INE @marianorajoy esto no es xq x ley,  tras 2 años de trabajo te obliga a hacer al trabajador indefinido? Solo en el nombre,  no? ",0,   xq x ley tras año trabajo obligar hacer trabajador indefinido solo nombre
3284,Camino de Lobón... empieza a funcionar la primera planta autorizada de residuos eléctricos y electrónicos de la región...,2,camino lobon empezar funcionar primera planta autorizado residuo electricos electronicos region
10925,"es que todos los que dicen que los que escuchamos a ""los gemeliers"" somos adolescentes de mierda son los primeros adolescentes de mierda ",1,decir escuchar gemeliers adolescente mierda primero adolescente mierda
2514,"“@dolo_cruz: acabo de ver ""la chispa""FABULOSA!!!que gran esfuerzo el de @JoseMotatv La peli ha sido brillante!!!Eres un GRANDE!” gracias!!",2,“ acabar ver chispafabulosaque gran esfuerzo peli sido brillanteeres grande ” gracias
8441,Recuerdo cuando le escribía a mi hermana @Andreagraseq79 para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana,2,recordar escribia hermana motivar hacer sentir util dios dar mejor hermana
8247,"@alexcasasv_ es triste que no me sigas,estoy sad",1,triste sigasestoy sad
4385,Otra foto de mi intervención esta mañana en #17CongresoPP #comprometidosconEspaña http://t.co/69fKp3Vo,0,foto intervencion mañana congresopp comprometidosconespaña
13084,"@carodominguezuy @Zanocchi @luciabrocal fue whatsapp! Si no lo convencemos, se van las dos con Feli en fin de semana de disfrute total",0,    whatsapp si convencer van dos feli fin semana disfrute total
7563,"Todos tenemos un pasado no??,,que se lo digan a @Albert_Rivera @_javiercardenas @larazon_es @ahorapodemos http://t.co/YsxsTY3MH3 ",1,tener pasado noque decir     
9153,Mami se acaba de ir y ya la extraño,1,mami acabar ir extraño
4905,"Cospedal asegura que los espaÑoles saben que hay que hacer sacrificios y que hay un gobierno sobrio, responsable  y que dice la verdad.",2,cospedal asegurar español saber hacer sacrificio gobierno sobrio responsable decir verdad
10388,Que oso que soy tan chillona y no me puedo callar y el sr de al lado en el avión nomás no me abraza,1,osar tan chillón puedo callar sr lado avion nomas abrazar
6053,"España,gracias a la Constitución d Cádiz 1812 fue el 3er país dl mundo en ser 1 nación constitucional d ciudadanos,después d Francia y EEUU",2,españagracias constitucion d cadiz er pais dl mundo ser nacion constitucional d ciudadanosdespues d francia eeuu
9067,Esta va a ser la noche más larga para muchos,1,va ser noche mas largo
1066,"Pasa de push a pull, otro paradigma @evocaimagen @pepecerezo @gonzalomartin @mkdirecto Primera oleada 2.0 ha fracasado http://t.co/hMfyvd1a",1,pasa push pull paradigma      primera oleado fracasar
17040,@cayo_lara me gusta tu opinión sobre feminismo e igualdad ha sido una intervención emotiva y cercana,2,gustar opinion feminismo igualdad sido intervencion emotivo cercano
6228,Buenos días! De camino a Los Desayunos de TVE con @anapastor_tve @anabaptismo .-e,0,bueno dias camino desayuno tve   
11920,@MaviTalano @AlfredoSranko Pero por supuesto que no! idem yo,0,   supuesto idem
14885,"Qué mas va a dar votar al #PP o al #PSOE? Los resultados no van a ser inmediatos,que es lo que nos importa a los ciudadanos.",1,mas va dar votar pp psoe resultado van ser inmediatosque importar ciudadano
12865,"En el prado con mi gente, esto necesito",2,prado gente necesitar
3688,como se dice besos en Vasco?,0,decir beso vasco
1395,"Es el Assil del Sant Crist, de Igualada. Del #arquitecto Rubió y Bellver. Construido entre 1931 y 1941 http://t.co/y6EheXQp",0,assil sant crist igualada arquitecto rubio bellver construido
11040,@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ,2,willytoledo diciendole cara verdad hableconellas primer entrevistado atrever hacerlo directo
7949,@pepito_garca @CiudadanosCs no lo dudeis!!! Un fuerte abrazo ,2,   dudeis fuerte abrazo
5006,Compre la Mezquita de Córdoba es trending topic. Gracias. (va de este artículo en mi blog http://t.co/k0nkU7JO ),2,comprar mezquita cordoba trending topic gracia ir articulo blog
6215,"Hace 17 horas que la policía francesa mantiene cercado a Merah. Pase lo que pase, así se actua cuando se quiere capturar a alguien vivo.",0,hacer horas policia francés mantener cercado merah pase par asi actua querer capturar alguien vivo
16657,"@DeivMans @UPyD Ha venido ella personalmente en precampaña y el nº 2 en campaña, y tiene un equipo más reducido, sin aviones ni facilidades",2,   venir personalmente precampaña nº campaña tener equipo mas reducido avión facilidad
17026,@jordimun @miky_corregidor @iunida yo no se el fraude pero las empresesas de @ElenaValenciano si que tienen embargos de hacienda jajaja,1,    fraude empresesas si tener embargo hacienda jajaja
15086,#20N todo el mundo a votar!,2,n mundo votar
5541,"La violencia estructural sobre las mujeres es la desigualdad social y  laboral junto al  machismo ideológico, religioso y cultural.",1,violencia estructural mujer desigualdad social laboral junto machismo ideologico religioso cultural
5257,No os perdáis la #portadaEPC de mañana: tema de apertura e imagen impagables. La tuiteo en un ratito.,2,perdais portadaepc mañana tema apertura imagen impagable tuiteo ratito
8009,"El primer año que empecé a vivir lejos de mi casa mami me llamaba todos los días, ya no, se pasan los días y nada, el amor se acaba",1,primer año empecer vivir lejos casa mami llamar dias pasar dias amor acabar
4723,RT @Borja_Semper: Antón Damborenea (PP) denuncia en el Parlamento Vasco incoherencia de @UPyD al firmar con Bildu iniciativa parlamentaria.,1,anton damborenea pp denuncia parlamento vasco incoherencia firmar bildu iniciativa parlamentaria
5740,"Telemadrid @FrikisAnonimos: #yonuncahe @Buenafuente ahora unas risas no irian mal, un chiste rapidoaaaa”",2,telemadrid yonuncahe ahora risa irian mal chiste rapidoaaaa ”
8986,@jevs_ Acabo de llamar y si tienen! Muchísimas gracias,0,acabar llamar si tener muchisimas gracia
2878,"La viuda de Steve Jobs con Mechelle Obama en el ""Estado de  de la Union "" del Presidente Obama.Bello gesto",2,viuda steve jobs mechelle obama union presidente obamabello gesto
16935,"UPyD es el hermano pequeño del PP,estais de coña?yo votare a @iunida ##cambialeslacara",2,upyd hermano pequeño ppestais coñayo votare cambialeslacar
3394,"Pere Navarro es el director de la DGT que más ha reducido el número de muertos en carretera. ¿No digo Rajoy que gobernarían ""los mejores""?",0,pere navarro director dgt mas reducido numero muerto carretera ¿ decir rajoy gobernarian mejores
14990,Alfredo (8) en el corte ingles de princesa!!@gonFor ajjajjaja #sumatealcambio,0,alfredo corte ingles princesa ajjajjaja sumatealcambio
8148,"Ayer más que nunca extrañé a mi amigo Rumors, teníamos la casi tradición ir a Zapote los 25 juntos.",1,ayer mas nunca extrañar amigo rumors teniamos casi tradicion ir zapote junto
11045,"Se acabo lo bueno no tardes en volver 
 hasta el año que viene",1,"acabar bueno tardar volver 
  año venir"
12549,"@Reirtesalvaaa pero ni me conoce, aparte siempre me hablan los peores",1,conocer aparte siempre hablar peor
14316,@degadiana_ @ErickBrianColon pero no entiendo porque no tiene sonido igual espero que te haya gustado Yo tambien lo amo,0,   entender tener sonido igual esperar gustar tambien amar
3301,"Urkullu: ""¿Por qué no va a ser posible que el Gobierno del PP hable con ETA en un tiempo de cese definitivo si ya lo hizo en una tregua?""",0,urkullu ¿ va ser posible gobierno pp hablar eta tiempo cese definitivo si hacer tregua
15277,"Quita dependencia el PP y acabamos en la beneficencia pública dirigida por eclesiasticos, como antes del Estado de bienestar. @conRubalcaba",0,quitar dependencia pp acabar beneficencia publicar dirigido eclesiasticos bienestar
6844,La prima de riesgo de España cae en la apertura a 346 puntos básicos (EFE),1,prima riesgo españa caer apertura punto basicos efe
12253,"""La realidad es mucho más fuerte que la ficción, la realidad huele, tiene familiares llorando"" @mikelayestaran Gracias por la skype-call!",1,realidad mas fuerte ficcion realidad huele tener familiar llorar gracia skypecall
12893,"Si crees en tu propio éxito, lo obtendrás; confía en ti. buenas y lluviosas noches , #netflix , byeee",2,si crear propio exito obtendras confia buenas lluvioso noches netflix byeee
15559,“@marianorajoy: Los protagonistas del cambio sois vosotros #saldremos ... Exacto! Somos nosostros pero sin ustedes! #nolesvotes #noalpp,1,“ protagonista cambio saldremos exacto nosostros ustedes nolesvotes noalpp
5406,"La palabra ""borroka"" ha sido dicha en tribuna. #estapasando",0,palabra borroka sido dicha tribuna estapasar
2175,Portada Marca http://t.co/hgvoVtoJ ...,0,portado marca
712,@Juandecolmenero No lo he visto. A ellos les parece ambiguo y dicen q no lleva membrete oficial.,1,visto parecer ambiguo decir q llevar membrete oficial
12006,@peronistsheep @KhalTaylor Te pedimos disculpas. Por favor envianos tu mail de usuario por MD para que verifiquemos qué sucedió. Saludos.,0,   pedir disculpa favor envianos mail usuario md verificar sucedio saludos
4279,sensato y ahorro“@el_pais: El Parlamento Europeo propone eliminar la sede  Estrasburgo y mantener solo la de Bruselas http://t.co/mQlIgXQ9,2,sensato ahorro “ parlamento europeo proponer eliminar sede estrasburgo mantener solo bruselas
4409,Impresionante Mirotic.....ahora mismo máximo anotador...,2,impresionante miroticahora mismo maximo anotador
10429,Que no se pierda la costumbre de dar los buenos días contra la pared.,2,perder costumbre dar bueno dias pared
11059,"[INFO] IGOT7, no hemos comprartido nada sobre los ISAC porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",1,info igot comprartido isac permitido hacerlo emision haced mismo entonces
12417,"@dra_eutanasia es correcto. Muy bien vos, hay que seguir así! Habrá que meter un asadito!",2,correcto bien vos seguir asi habra meter asadito
5920,Quiero enviar un cariñoso #FF a todos los voluntarios del @ppandaluz porque os estáis dejando la piel en esta campaña. ¡GRACIAS!,2,querer enviar cariñoso ff voluntario estais dejar piel campaña ¡ gracia
1822,"La vicepresidenta del Gobierno @SorayaPP explica en rueda de prensa, tras el Consejo de ministros, el plan de lucha contra el fraude fiscal",2,vicepresidenta gobierno explicar rueda prensa tras consejo ministro plan lucha fraude fiscal
11194,"¿Alguien es tan amable de ir a hacerme la compra mañana? 

Estoy de un bajón y de antojos que… https://t.co/Z5qC6TIOBC",1,"¿ alguien tan amable ir hacerme compra mañana 

 bajon antojos …"
5411,Ayer con Pablo y las Hormigas en @El_Hormiguero http://t.co/tmKWxM4j,0,ayer pablo hormiga
12894,Buena peli voy a mirar yo ante de ti,2,bueno peli voy mirar
550,"La maniobra de Amaiur,no tomar posesión diputado x Navarra,no les garantiza grupo parlamentario la última palabra la tiene Mesa del Congreso",1,maniobra amaiurno tomar posesion diputado x navarrano garantizar grupo parlamentario ultima palabra tener mesa congreso
14514,"El era como un profe de ingles gratis para mi , noooooo #VideoMTV2016 @AbrahamMateoMus",0,profe ingle gratis noooooo videomtv
15673,"""Tú sí que vales"" crida el CCIB a @conRubalcaba #noeselmateix",0,si valer crida ccib noeselmateix
10544,"Odio ver a las parejitas abrazadas o besándose , pura envidia",1,odio ver parejitas abrazado besandose puro envidia
6923,Gracias RT @selenusmedia @RodrigoBlazquez por si quieres aprender un poco más: QR Vs Bidi http://t.co/k1zS5rsb,2,gracias rt    si querer aprender mas qr vs bidi
12784,@Silperpetua era mas facil armar bardo,1,mas facil armar bardo
16726,@iunida es la verdadera izquierda..tenemos que dar un susto a los de la derecha española! El mejor programa que he visto @iunida #aporellos!,2,verdadero izquierdatenemos dar susto derecha español mejor programa visto aporellos
1977,Estas sugerencias suenan bien ....,2,sugerencia sonar bien
10133,@DraAChvez que mala pata ojalá te recuperes pronto! Feliz año!,2,malo pata ojala recuperar pronto feliz año
14212,"@camilaguimasr y lo sabes , cosas muchas mejores vendrán",0,saber cosa mejores vendran
16674,#ff a @conRubalcaba @marianorajoy @UPyD @iunida para que no se olviden de lo más importante: los ciudadanos tenemos derecho a ser felices.,1,ff      olvidar mas importante ciudadano tener derecho ser feliz
3264,"Día de pruebas de vestuario y risas! Y aunque el día comenzó gris, al final se llenó de colores! #menosmal !!!! Que descanséis bien.",2,dia prueba vestuario risa aunque dia comenzo gris final lleno color menosmal descanseis bien
11240,"@vigarcu @saez_cristina @muyinteresante Están comenzando a hacerse un poco visibles ahora. Y ya van por su segundo modelo ""Fairphone 2"" ",2,    estan comenzar hacerse visible ahora van segundo modelo fairphone
4834,Palomitas dulces para microondas #fracasoabsoluto http://t.co/Xm08ESJd,1,palomita dulce microondas fracasoabsoluto
7414,@Albert_Rivera un poco decepcionado...te parece proteger el talento y el esfuerzo gravar con el 42% a los que ganan mas del 75%? a mi NO ,1,decepcionadote parecer proteger talento esfuerzo gravar ganar mas
5061,En el maracas de malaga! http://t.co/knQQVmUl,2,maraca malaga
252,la noticia es la q he contado en el @TelediarioInter Un alto cargo del PSOE declarara como testigo ante la juez del 11m antes de Navidad.,0,noticia q contar alto cargo psoe declarar testigo juez m navidad
10150,Primera vez en 5 años que no te doy mis mejores Deseos,1,primera vez año dar mejores deseo
6320,A ver sI adivinais donde estoy. http://t.co/VWYhonIm,0,ver si adivinais
2098,"http://t.co/bJH4vI8Yaqui tenéis las fotos del primer concierto de Córdoba, muchas gracias @lya_cordoba por tanto arte.",2,
16743,.@UPyD pedirá la supresión de privilegios de los diputados aragoneses http://t.co/352zvdFv #cadavotovale,0,pedira supresion privilegio diputado aragonés
7002,Sobre lo que pudo llegar a ser #Bagdad y nunca fue. Sueños arquitectónicos para la ciudad. http://t.co/n826B5RP via @WSJ #Iraq #Irak,2,pudo llegar ser bagdad nunca sueño arquitectonicos ciudad
14763,"@manuelcheda @conRubalcaba Habiendo prohibido los toros, no podemos referirnos a las pretensiones de Chacón de darle la puntilla a Rubalcaba",0,   prohibido toro podemos referirnos pretensión chacon dar puntilla rubalcar
7293,"@LSan61 @Inivelayensa @lozanoirene @UPyD todo es mejorable, todas las criticas son bien recibidas y cuantos mas arrimemos el hombro mejor ",0,     mejorable criticas bien recibido cuantos mas arrimar hombro mejor
13510,@ivyjara Aunque te extraño mucho y quisiera abrazarte y besarte con todo mi amor y cariño,0,aunque extrañar querer abrazarte besarte amor cariño
3671,Hola. Un abrazo gigante para mi Sevilla guapa. RT @SanchezConchi: @AlejandroSanz BUENAS TARDES DESDE SEVILLA.,2,hola abrazo gigante sevilla guapo rt    buenas tarde sevilla
12896,Si todo fuera distinto seria mejor,1,si distinto serio mejor
9297,"De verdad de verdad no quiero regresar, mi vida es tan fea en la CDMX, aquí estoy lejitos de todo y me distraigo siempre.",1,verdad verdad querer regresar vida tan feo cdmx aqui lejitos distraer siempre
433,“@_princess25: @ristomejide eres un poco catalan cabron no??? Pero si sois unos ratas que no soltais un euro ¡racanos!” #LosMerengesEscozios,1,“ catalan cabron si ser rata soltais euro ¡ racanos ” losmerengesescozios
12960,@andresantoniuk @LaPasiva lindo loop-hole para forzar efectivo sin ser sancionados Hats off.,0,   lindo loophole forzar efectivo ser sancionados hats off
4416,@ElenaValenciano No es eso: es que la capacidad la miden los hombres,0,capacidad medir hombre
133,"Otro passing escalofriante sobre la linea pone a Nadal 5 a 1 en el tercero.La ensaladera, mas cerca.#VamosRafa #CopaDavis ole @RafaelNadal!!",2,passing escalofriante linea poner nadal tercerola ensaladera mas cercavamosrafa copadavis ole
8884,@FexCR ufff una cosa deliciosa!! Jajaja Que desorden ! Metí las patas ser feliz Fexito!!!,2,ufff cosa delicioso jajaja desorden meti pata ser feliz fexito
8255,@weed_yass Jajaa legal y así piden abdomen perfecto,1,jajaa legal asi pedir abdomen perfecto
10285,Estoy comenzando la última temporada de HIMYM,0,comenzar ultima temporada himym
10978,"Eso si, soy una persona MUY irónica y me gusta muchísimo el humor muy así ",2,si persona ironica gustar muchisimo humor asi
2202,Rajoy intervendrá en la convención del PP-A en Málaga / El próximo sábado http://t.co/QE98ix4z vía @europapress_es,0,rajoy intervendra convencion ppa malaga proximo sabado
14175,es genial estar incomunicada y desconectada del mundo a veces,2,genial incomunicado desconectado mundo vez
2934,Las dos caras de la moneda: Demi Moore ingresada y Ashton Kutcher de jarana en Brasil http://t.co/RL5MZn9s,1,dos caro moneda demi moore ingresado ashton kutcher jarana brasil
